,file_paths,class_pred,class_true,filenam,pred
28,/home/alex/GitLabProjects/research/nii_test/disease_liver/01-43 (1).jpg,0,disease_liver,01-43 (1).jpg,disease_liver
29,/home/alex/GitLabProjects/research/nii_test/disease_liver/01-43.jpg,0,disease_liver,01-43.jpg,disease_liver
30,/home/alex/GitLabProjects/research/nii_test/disease_liver/01-44.jpg,0,disease_liver,01-44.jpg,disease_liver
31,/home/alex/GitLabProjects/research/nii_test/disease_liver/01-45.jpg,0,disease_liver,01-45.jpg,disease_liver
32,/home/alex/GitLabProjects/research/nii_test/disease_liver/01-46.jpg,0,disease_liver,01-46.jpg,disease_liver
33,/home/alex/GitLabProjects/research/nii_test/disease_liver/01-47.jpg,0,disease_liver,01-47.jpg,disease_liver
34,/home/alex/GitLabProjects/research/nii_test/disease_liver/01-48.jpg,0,disease_liver,01-48.jpg,disease_liver
35,/home/alex/GitLabProjects/research/nii_test/disease_liver/01-49.jpg,0,disease_liver,01-49.jpg,disease_liver
36,/home/alex/GitLabProjects/research/nii_test/disease_liver/01-50.jpg,0,disease_liver,01-50.jpg,disease_liver
37,/home/alex/GitLabProjects/research/nii_test/disease_liver/01-51.jpg,0,disease_liver,01-51.jpg,disease_liver
38,/home/alex/GitLabProjects/research/nii_test/disease_liver/01-52 (1).jpg,0,disease_liver,01-52 (1).jpg,disease_liver
39,/home/alex/GitLabProjects/research/nii_test/disease_liver/01-52.jpg,0,disease_liver,01-52.jpg,disease_liver
40,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-001.jpg,1,disease_liver,1-001.jpg,liver
41,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-002.jpg,1,disease_liver,1-002.jpg,liver
42,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-003.jpg,1,disease_liver,1-003.jpg,liver
43,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-004 (1).jpg,0,disease_liver,1-004 (1).jpg,disease_liver
44,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-004 (2).jpg,0,disease_liver,1-004 (2).jpg,disease_liver
45,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-004.jpg,0,disease_liver,1-004.jpg,disease_liver
46,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-005 (1).jpg,0,disease_liver,1-005 (1).jpg,disease_liver
47,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-005 (2).jpg,1,disease_liver,1-005 (2).jpg,liver
48,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-005.jpg,1,disease_liver,1-005.jpg,liver
49,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-006 (1).jpg,0,disease_liver,1-006 (1).jpg,disease_liver
50,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-006.jpg,0,disease_liver,1-006.jpg,disease_liver
51,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-007 (1).jpg,0,disease_liver,1-007 (1).jpg,disease_liver
52,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-007.jpg,0,disease_liver,1-007.jpg,disease_liver
53,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-008.jpg,0,disease_liver,1-008.jpg,disease_liver
54,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-009.jpg,0,disease_liver,1-009.jpg,disease_liver
55,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-010 (1).jpg,0,disease_liver,1-010 (1).jpg,disease_liver
56,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-010.jpg,0,disease_liver,1-010.jpg,disease_liver
57,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-011.jpg,0,disease_liver,1-011.jpg,disease_liver
58,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-012.jpg,0,disease_liver,1-012.jpg,disease_liver
59,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-013 (1).jpg,0,disease_liver,1-013 (1).jpg,disease_liver
60,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-013 (2).jpg,0,disease_liver,1-013 (2).jpg,disease_liver
61,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-013.jpg,0,disease_liver,1-013.jpg,disease_liver
62,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-014 (1).jpg,0,disease_liver,1-014 (1).jpg,disease_liver
63,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-014.jpg,0,disease_liver,1-014.jpg,disease_liver
64,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-015 (1).jpg,0,disease_liver,1-015 (1).jpg,disease_liver
65,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-015 (2).jpg,1,disease_liver,1-015 (2).jpg,liver
66,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-015 (3).jpg,0,disease_liver,1-015 (3).jpg,disease_liver
67,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-015 (4).jpg,1,disease_liver,1-015 (4).jpg,liver
68,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-015.jpg,0,disease_liver,1-015.jpg,disease_liver
69,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-016 (1).jpg,0,disease_liver,1-016 (1).jpg,disease_liver
70,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-016 (2).jpg,1,disease_liver,1-016 (2).jpg,liver
71,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-016 (3).jpg,0,disease_liver,1-016 (3).jpg,disease_liver
72,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-016 (4).jpg,0,disease_liver,1-016 (4).jpg,disease_liver
73,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-016.jpg,0,disease_liver,1-016.jpg,disease_liver
74,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-017 (1).jpg,0,disease_liver,1-017 (1).jpg,disease_liver
75,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-017 (2).jpg,0,disease_liver,1-017 (2).jpg,disease_liver
76,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-017 (3).jpg,2,disease_liver,1-017 (3).jpg,no_liver
77,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-017 (4).jpg,1,disease_liver,1-017 (4).jpg,liver
78,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-017 (5).jpg,1,disease_liver,1-017 (5).jpg,liver
79,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-017 (6).jpg,2,disease_liver,1-017 (6).jpg,no_liver
80,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-017.jpg,0,disease_liver,1-017.jpg,disease_liver
81,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-018 (1).jpg,0,disease_liver,1-018 (1).jpg,disease_liver
82,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-018 (2).jpg,0,disease_liver,1-018 (2).jpg,disease_liver
83,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-018 (3).jpg,2,disease_liver,1-018 (3).jpg,no_liver
84,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-018 (4).jpg,1,disease_liver,1-018 (4).jpg,liver
85,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-018 (5).jpg,1,disease_liver,1-018 (5).jpg,liver
86,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-018 (6).jpg,1,disease_liver,1-018 (6).jpg,liver
87,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-018.jpg,0,disease_liver,1-018.jpg,disease_liver
88,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-019 (1).jpg,0,disease_liver,1-019 (1).jpg,disease_liver
89,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-019 (2).jpg,1,disease_liver,1-019 (2).jpg,liver
90,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-019 (3).jpg,1,disease_liver,1-019 (3).jpg,liver
91,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-019 (4).jpg,1,disease_liver,1-019 (4).jpg,liver
92,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-019 (5).jpg,0,disease_liver,1-019 (5).jpg,disease_liver
93,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-019 (6).jpg,0,disease_liver,1-019 (6).jpg,disease_liver
94,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-019.jpg,0,disease_liver,1-019.jpg,disease_liver
95,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-02 (1).jpg,0,disease_liver,1-02 (1).jpg,disease_liver
96,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-02 (2).jpg,1,disease_liver,1-02 (2).jpg,liver
97,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-02.jpg,1,disease_liver,1-02.jpg,liver
98,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-020 (1).jpg,0,disease_liver,1-020 (1).jpg,disease_liver
99,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-020 (2).jpg,1,disease_liver,1-020 (2).jpg,liver
100,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-020 (3).jpg,1,disease_liver,1-020 (3).jpg,liver
101,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-020 (4).jpg,1,disease_liver,1-020 (4).jpg,liver
102,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-020 (5).jpg,0,disease_liver,1-020 (5).jpg,disease_liver
103,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-020 (6).jpg,1,disease_liver,1-020 (6).jpg,liver
104,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-020.jpg,0,disease_liver,1-020.jpg,disease_liver
105,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-021 (1).jpg,0,disease_liver,1-021 (1).jpg,disease_liver
106,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-021 (2).jpg,0,disease_liver,1-021 (2).jpg,disease_liver
107,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-021 (3).jpg,1,disease_liver,1-021 (3).jpg,liver
108,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-021 (4).jpg,1,disease_liver,1-021 (4).jpg,liver
109,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-021 (5).jpg,0,disease_liver,1-021 (5).jpg,disease_liver
110,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-021 (6).jpg,0,disease_liver,1-021 (6).jpg,disease_liver
111,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-021.jpg,0,disease_liver,1-021.jpg,disease_liver
112,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-022 (1).jpg,0,disease_liver,1-022 (1).jpg,disease_liver
113,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-022 (2).jpg,0,disease_liver,1-022 (2).jpg,disease_liver
114,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-022 (3).jpg,1,disease_liver,1-022 (3).jpg,liver
115,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-022 (4).jpg,1,disease_liver,1-022 (4).jpg,liver
116,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-022 (5).jpg,1,disease_liver,1-022 (5).jpg,liver
117,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-022 (6).jpg,1,disease_liver,1-022 (6).jpg,liver
118,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-022 (7).jpg,0,disease_liver,1-022 (7).jpg,disease_liver
119,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-022 (8).jpg,1,disease_liver,1-022 (8).jpg,liver
120,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-022.jpg,1,disease_liver,1-022.jpg,liver
121,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-023 (1).jpg,0,disease_liver,1-023 (1).jpg,disease_liver
122,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-023 (2).jpg,1,disease_liver,1-023 (2).jpg,liver
123,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-023 (3).jpg,0,disease_liver,1-023 (3).jpg,disease_liver
124,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-023 (4).jpg,1,disease_liver,1-023 (4).jpg,liver
125,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-023 (5).jpg,1,disease_liver,1-023 (5).jpg,liver
126,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-023 (6).jpg,0,disease_liver,1-023 (6).jpg,disease_liver
127,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-023.jpg,1,disease_liver,1-023.jpg,liver
128,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-024 (1).jpg,0,disease_liver,1-024 (1).jpg,disease_liver
129,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-024 (2).jpg,1,disease_liver,1-024 (2).jpg,liver
130,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-024 (3).jpg,1,disease_liver,1-024 (3).jpg,liver
131,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-024 (4).jpg,0,disease_liver,1-024 (4).jpg,disease_liver
132,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-024 (5).jpg,1,disease_liver,1-024 (5).jpg,liver
133,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-024.jpg,1,disease_liver,1-024.jpg,liver
134,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-025 (1).jpg,0,disease_liver,1-025 (1).jpg,disease_liver
135,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-025 (2).jpg,1,disease_liver,1-025 (2).jpg,liver
136,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-025 (3).jpg,0,disease_liver,1-025 (3).jpg,disease_liver
137,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-025 (4).jpg,1,disease_liver,1-025 (4).jpg,liver
138,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-025 (5).jpg,0,disease_liver,1-025 (5).jpg,disease_liver
139,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-025.jpg,1,disease_liver,1-025.jpg,liver
140,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-026 (1).jpg,1,disease_liver,1-026 (1).jpg,liver
141,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-026 (2).jpg,1,disease_liver,1-026 (2).jpg,liver
142,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-026 (3).jpg,0,disease_liver,1-026 (3).jpg,disease_liver
143,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-026 (4).jpg,1,disease_liver,1-026 (4).jpg,liver
144,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-026 (5).jpg,0,disease_liver,1-026 (5).jpg,disease_liver
145,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-026 (6).jpg,1,disease_liver,1-026 (6).jpg,liver
146,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-026 (7).jpg,1,disease_liver,1-026 (7).jpg,liver
147,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-026.jpg,1,disease_liver,1-026.jpg,liver
148,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-027 (1).jpg,1,disease_liver,1-027 (1).jpg,liver
149,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-027 (2).jpg,1,disease_liver,1-027 (2).jpg,liver
150,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-027 (3).jpg,1,disease_liver,1-027 (3).jpg,liver
151,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-027 (4).jpg,0,disease_liver,1-027 (4).jpg,disease_liver
152,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-027 (5).jpg,0,disease_liver,1-027 (5).jpg,disease_liver
153,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-027.jpg,1,disease_liver,1-027.jpg,liver
154,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-028 (1).jpg,0,disease_liver,1-028 (1).jpg,disease_liver
155,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-028 (2).jpg,1,disease_liver,1-028 (2).jpg,liver
156,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-028 (3).jpg,1,disease_liver,1-028 (3).jpg,liver
157,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-028 (4).jpg,1,disease_liver,1-028 (4).jpg,liver
158,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-028 (5).jpg,0,disease_liver,1-028 (5).jpg,disease_liver
159,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-028 (6).jpg,1,disease_liver,1-028 (6).jpg,liver
160,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-028 (7).jpg,0,disease_liver,1-028 (7).jpg,disease_liver
161,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-028 (8).jpg,1,disease_liver,1-028 (8).jpg,liver
162,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-028 (9).jpg,1,disease_liver,1-028 (9).jpg,liver
163,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-028.jpg,1,disease_liver,1-028.jpg,liver
164,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-029 (1).jpg,0,disease_liver,1-029 (1).jpg,disease_liver
165,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-029 (10).jpg,1,disease_liver,1-029 (10).jpg,liver
166,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-029 (2).jpg,1,disease_liver,1-029 (2).jpg,liver
167,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-029 (3).jpg,1,disease_liver,1-029 (3).jpg,liver
168,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-029 (4).jpg,1,disease_liver,1-029 (4).jpg,liver
169,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-029 (5).jpg,1,disease_liver,1-029 (5).jpg,liver
170,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-029 (6).jpg,1,disease_liver,1-029 (6).jpg,liver
171,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-029 (7).jpg,1,disease_liver,1-029 (7).jpg,liver
172,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-029 (8).jpg,0,disease_liver,1-029 (8).jpg,disease_liver
173,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-029 (9).jpg,1,disease_liver,1-029 (9).jpg,liver
174,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-029.jpg,1,disease_liver,1-029.jpg,liver
175,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-03 (1).jpg,0,disease_liver,1-03 (1).jpg,disease_liver
176,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-03.jpg,0,disease_liver,1-03.jpg,disease_liver
177,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-030 (1).jpg,0,disease_liver,1-030 (1).jpg,disease_liver
178,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-030 (2).jpg,1,disease_liver,1-030 (2).jpg,liver
179,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-030 (3).jpg,0,disease_liver,1-030 (3).jpg,disease_liver
180,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-030 (4).jpg,1,disease_liver,1-030 (4).jpg,liver
181,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-030 (5).jpg,0,disease_liver,1-030 (5).jpg,disease_liver
182,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-030 (6).jpg,1,disease_liver,1-030 (6).jpg,liver
183,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-030 (7).jpg,0,disease_liver,1-030 (7).jpg,disease_liver
184,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-030 (8).jpg,1,disease_liver,1-030 (8).jpg,liver
185,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-030 (9).jpg,0,disease_liver,1-030 (9).jpg,disease_liver
186,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-030.jpg,1,disease_liver,1-030.jpg,liver
187,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-031 (1).jpg,0,disease_liver,1-031 (1).jpg,disease_liver
188,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-031 (2).jpg,1,disease_liver,1-031 (2).jpg,liver
189,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-031 (3).jpg,1,disease_liver,1-031 (3).jpg,liver
190,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-031 (4).jpg,0,disease_liver,1-031 (4).jpg,disease_liver
191,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-031 (5).jpg,0,disease_liver,1-031 (5).jpg,disease_liver
192,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-031 (6).jpg,0,disease_liver,1-031 (6).jpg,disease_liver
193,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-031 (7).jpg,1,disease_liver,1-031 (7).jpg,liver
194,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-031.jpg,1,disease_liver,1-031.jpg,liver
195,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-032 (1).jpg,0,disease_liver,1-032 (1).jpg,disease_liver
196,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-032 (2).jpg,1,disease_liver,1-032 (2).jpg,liver
197,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-032 (3).jpg,1,disease_liver,1-032 (3).jpg,liver
198,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-032 (4).jpg,1,disease_liver,1-032 (4).jpg,liver
199,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-032 (5).jpg,0,disease_liver,1-032 (5).jpg,disease_liver
200,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-032 (6).jpg,0,disease_liver,1-032 (6).jpg,disease_liver
201,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-032 (7).jpg,0,disease_liver,1-032 (7).jpg,disease_liver
202,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-032 (8).jpg,0,disease_liver,1-032 (8).jpg,disease_liver
203,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-032.jpg,0,disease_liver,1-032.jpg,disease_liver
204,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-033 (1).jpg,0,disease_liver,1-033 (1).jpg,disease_liver
205,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-033 (2).jpg,1,disease_liver,1-033 (2).jpg,liver
206,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-033 (3).jpg,1,disease_liver,1-033 (3).jpg,liver
207,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-033 (4).jpg,1,disease_liver,1-033 (4).jpg,liver
208,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-033 (5).jpg,0,disease_liver,1-033 (5).jpg,disease_liver
209,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-033 (6).jpg,0,disease_liver,1-033 (6).jpg,disease_liver
210,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-033 (7).jpg,1,disease_liver,1-033 (7).jpg,liver
211,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-033.jpg,1,disease_liver,1-033.jpg,liver
212,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-034 (1).jpg,0,disease_liver,1-034 (1).jpg,disease_liver
213,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-034 (10).jpg,0,disease_liver,1-034 (10).jpg,disease_liver
214,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-034 (2).jpg,0,disease_liver,1-034 (2).jpg,disease_liver
215,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-034 (3).jpg,1,disease_liver,1-034 (3).jpg,liver
216,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-034 (4).jpg,1,disease_liver,1-034 (4).jpg,liver
217,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-034 (5).jpg,0,disease_liver,1-034 (5).jpg,disease_liver
218,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-034 (6).jpg,0,disease_liver,1-034 (6).jpg,disease_liver
219,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-034 (7).jpg,0,disease_liver,1-034 (7).jpg,disease_liver
220,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-034 (8).jpg,0,disease_liver,1-034 (8).jpg,disease_liver
221,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-034 (9).jpg,0,disease_liver,1-034 (9).jpg,disease_liver
222,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-034.jpg,1,disease_liver,1-034.jpg,liver
223,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-035 (1).jpg,0,disease_liver,1-035 (1).jpg,disease_liver
224,/home/alex/GitLabProjects/research/nii_test/disease_liver/1-035 (2).jpg,0,disease_liver,1-035 (2).jpg,disease_liver
