,file_paths,class_pred,class_true,filenam,pred
19,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_high/11.jpeg,1,disease_liver_high,11.jpeg,disease_liver_high
20,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_high/12._big_gallery.jpeg,4,disease_liver_high,12._big_gallery.jpeg,liver_high
21,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_high/12.jpeg,4,disease_liver_high,12.jpeg,liver_high
22,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_high/13._big_gallery.jpeg,4,disease_liver_high,13._big_gallery.jpeg,liver_high
23,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_high/13.jpeg,4,disease_liver_high,13.jpeg,liver_high
24,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_high/14._big_gallery.jpeg,4,disease_liver_high,14._big_gallery.jpeg,liver_high
25,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_high/14.jpeg,1,disease_liver_high,14.jpeg,disease_liver_high
26,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_high/15.jpeg,1,disease_liver_high,15.jpeg,disease_liver_high
27,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_high/17.jpeg,1,disease_liver_high,17.jpeg,disease_liver_high
28,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/11.jpeg,1,disease_liver_low,11.jpeg,disease_liver_high
29,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/31._big_gallery.jpeg,2,disease_liver_low,31._big_gallery.jpeg,disease_liver_low
30,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/32._big_gallery.jpeg,0,disease_liver_low,32._big_gallery.jpeg,disease_liver
31,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/33._big_gallery.jpeg,0,disease_liver_low,33._big_gallery.jpeg,disease_liver
32,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/34._big_gallery.jpeg,0,disease_liver_low,34._big_gallery.jpeg,disease_liver
33,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/35._big_gallery.jpeg,0,disease_liver_low,35._big_gallery.jpeg,disease_liver
34,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/36._big_gallery.jpeg,0,disease_liver_low,36._big_gallery.jpeg,disease_liver
35,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/37._big_gallery.jpeg,0,disease_liver_low,37._big_gallery.jpeg,disease_liver
36,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/38._big_gallery.jpeg,0,disease_liver_low,38._big_gallery.jpeg,disease_liver
37,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/39._big_gallery.jpeg,0,disease_liver_low,39._big_gallery.jpeg,disease_liver
38,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/40._big_gallery (1).jpeg,0,disease_liver_low,40._big_gallery (1).jpeg,disease_liver
39,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/40._big_gallery.jpeg,2,disease_liver_low,40._big_gallery.jpeg,disease_liver_low
40,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/41._big_gallery (1).jpeg,0,disease_liver_low,41._big_gallery (1).jpeg,disease_liver
41,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/41._big_gallery.jpeg,2,disease_liver_low,41._big_gallery.jpeg,disease_liver_low
42,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/42._big_gallery (1).jpeg,0,disease_liver_low,42._big_gallery (1).jpeg,disease_liver
43,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/42._big_gallery.jpeg,2,disease_liver_low,42._big_gallery.jpeg,disease_liver_low
44,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/43._big_gallery (1).jpeg,0,disease_liver_low,43._big_gallery (1).jpeg,disease_liver
45,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/43._big_gallery.jpeg,2,disease_liver_low,43._big_gallery.jpeg,disease_liver_low
46,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/44._big_gallery.jpeg,0,disease_liver_low,44._big_gallery.jpeg,disease_liver
47,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/45._big_gallery.jpeg,0,disease_liver_low,45._big_gallery.jpeg,disease_liver
48,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/46._big_gallery.jpeg,0,disease_liver_low,46._big_gallery.jpeg,disease_liver
49,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/47._big_gallery.jpeg,0,disease_liver_low,47._big_gallery.jpeg,disease_liver
50,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/48._big_gallery.jpeg,0,disease_liver_low,48._big_gallery.jpeg,disease_liver
51,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/49._big_gallery.jpeg,0,disease_liver_low,49._big_gallery.jpeg,disease_liver
52,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/50._big_gallery.jpeg,0,disease_liver_low,50._big_gallery.jpeg,disease_liver
53,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/51._big_gallery.jpeg,0,disease_liver_low,51._big_gallery.jpeg,disease_liver
54,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/52._big_gallery.jpeg,0,disease_liver_low,52._big_gallery.jpeg,disease_liver
55,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/53._big_gallery.jpeg,0,disease_liver_low,53._big_gallery.jpeg,disease_liver
56,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/54._big_gallery.jpeg,5,disease_liver_low,54._big_gallery.jpeg,liver_low
57,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/55._big_gallery.jpeg,5,disease_liver_low,55._big_gallery.jpeg,liver_low
58,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/56._big_gallery.jpeg,0,disease_liver_low,56._big_gallery.jpeg,disease_liver
59,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/disease_liver_low/57._big_gallery.jpeg,0,disease_liver_low,57._big_gallery.jpeg,disease_liver
60,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/13.jpeg,4,liver,13.jpeg,liver_high
61,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/40.jpg,2,liver,40.jpg,disease_liver_low
62,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/41.jpg,2,liver,41.jpg,disease_liver_low
63,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/42.jpg,2,liver,42.jpg,disease_liver_low
64,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/43.jpg,6,liver,43.jpg,no_liver
65,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/44.jpg,2,liver,44.jpg,disease_liver_low
66,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/45.jpg,2,liver,45.jpg,disease_liver_low
67,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/46.jpg,2,liver,46.jpg,disease_liver_low
68,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/47.jpg,2,liver,47.jpg,disease_liver_low
69,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/48.jpg,0,liver,48.jpg,disease_liver
70,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/Abdominal-CT-scan-showing-a-normal-liver-No-evidence-of-cholelithiasis-or-biliary.jpeg,5,liver,Abdominal-CT-scan-showing-a-normal-liver-No-evidence-of-cholelithiasis-or-biliary.jpeg,liver_low
71,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/Liver, normal axial CT (0a).png",6,liver,"Liver, normal axial CT (0a).png",no_liver
72,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/Liver, normal axial CT (1).png",6,liver,"Liver, normal axial CT (1).png",no_liver
73,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/Liver, normal axial CT (2).png",6,liver,"Liver, normal axial CT (2).png",no_liver
74,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/Liver, normal axial CT (3).png",4,liver,"Liver, normal axial CT (3).png",liver_high
75,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/Liver, normal axial CT (4).png",6,liver,"Liver, normal axial CT (4).png",no_liver
76,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/Liver, normal axial CT (5).png",6,liver,"Liver, normal axial CT (5).png",no_liver
77,"/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/Liver, normal axial CT (6).png",6,liver,"Liver, normal axial CT (6).png",no_liver
78,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/external-content.duckduckgo.com.jpeg,2,liver,external-content.duckduckgo.com.jpeg,disease_liver_low
79,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver/external-content.duckduckgo.com.png,6,liver,external-content.duckduckgo.com.png,no_liver
80,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver_high/53.jpg,1,liver_high,53.jpg,disease_liver_high
81,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver_high/54.jpg,4,liver_high,54.jpg,liver_high
82,/run/media/alex/PartOfDiskWithWin7/LEARN/Longevity/Liver/datasets/wiki.cancerimagingarchive.net/Crowds Cure Cancer: Data collected at the RSNA 2017 annual meeting/manifest-KTt2tScD7164745271364348431/TCGA-LIHC/dj-test/liver_high/55.jpg,6,liver_high,55.jpg,no_liver
